pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_eqt,st_rad,st_mass,st_logg,sy_dist,st_rotp
Kepler-288 d,1,3,Transit,2014,56.633742,2.67,0.16,7.61,909,1.09,1.03,4.35,1194.15,9.98
Kepler-289 b,1,3,Transit,2014,34.545,2.15,0.243,7.3,673,1,1.08,4.47,704.438,9.98
Kepler-289 c,1,3,Transit,2014,125.8518,11.59,0.196,132,266,1,1.08,4.47,704.438,31.71
Kepler-289 d,1,3,Transit,2014,66.0634,2.68,0.551,4,826,1,1.08,4.47,704.438,
Kepler-290 b,1,2,Transit,2014,14.589347,2.25,0.504,5.69,1380,0.74,0.8,4.62,694.627,
Kepler-290 c,1,2,Transit,2014,36.77031,2.7,0.197,7.75,949,0.74,0.8,4.62,694.627,
Kepler-291 b,1,2,Transit,2014,3.546511,2.16,0.109,5.31,569,1.02,0.9,4.47,1786.48,
Kepler-291 c,1,2,Transit,2014,5.700786,1.88,0.234,4.19,850,1.02,0.9,4.47,1786.48,
Kepler-292 b,1,5,Transit,2014,2.580827,1.32,0.092,2.3,783,0.83,0.85,4.54,1056.48,
Kepler-292 c,1,5,Transit,2014,3.715335,1.47,0.171,2.76,508,0.83,0.85,4.54,1056.48,11.13
Kepler-292 d,1,5,Transit,2014,7.055679,2.23,1.227,5.6,1687,0.83,0.85,4.54,1056.48,
Kepler-292 e,1,5,Transit,2014,11.97901,2.67,0.3,7.61,606,0.83,0.85,4.54,1056.48,
Kepler-292 f,1,5,Transit,2014,20.834237,2.35,0.286,6.12,598,0.83,0.85,4.54,1056.48,
Kepler-293 b,1,2,Transit,2014,19.254196,3.07,0.181,9.64,861,0.96,0.94,4.5,974.633,
Kepler-293 c,1,2,Transit,2014,54.155743,3.83,0.147,14,653,0.96,0.94,4.5,974.633,
Kepler-294 b,1,2,Transit,2014,3.701212,1.77,0.18,3.78,465,0.98,0.95,4.49,1357.01,
Kepler-294 c,1,2,Transit,2014,6.6264,2.71,0.142,7.8,722,0.98,0.95,4.49,1357.01,
Kepler-295 b,1,3,Transit,2014,12.645164,1.22,0.188,1.98,437,0.9,0.89,4.44,1699.19,18.47
Kepler-295 c,1,3,Transit,2014,21.526258,1.17,0.202,1.71,450,0.9,0.89,4.44,1699.19,
Kepler-295 d,1,3,Transit,2014,33.884054,1.36,0.215,2.42,640,0.9,0.89,4.44,1699.19,
Kepler-296 b,2,5,Transit,2014,10.864384,1.61,0.291,3.22,908,0.48,0.5,4.77,167,
Kepler-296 c,2,5,Transit,2014,5.8416366,2,0.238,4.66,655,0.48,0.5,4.77,167,
Kepler-296 d,2,5,Transit,2014,19.850291,2.09,0.123,5.02,518,0.48,0.5,4.77,167,
Kepler-296 e,2,5,Transit,2014,34.14211,1.53,0.118,2.96,979,0.48,0.5,4.77,167,
Kepler-296 f,2,5,Transit,2014,63.33627,1.8,0.172,3.89,766,0.48,0.5,4.77,167,
Kepler-297 b,1,2,Transit,2014,38.871826,2.87,0.137,48.5,1158,0.92,0.98,4.47,692.14,8.22
Kepler-297 c,1,2,Transit,2014,74.920137,6.54,0.244,42.1,687,0.92,0.98,4.47,692.14,8.22
Kepler-298 b,1,3,Transit,2014,10.475464,1.96,0.227,4.5,934,0.58,0.66,4.71,518.204,25.23
Kepler-298 c,1,3,Transit,2014,22.92881,1.93,0.122,4.38,1160,0.58,0.66,4.71,518.204,17.59
Kepler-298 d,1,3,Transit,2014,77.473633,2.5,0.171,6.8,885,0.58,0.66,4.71,518.204,17.59
Kepler-299 b,1,4,Transit,2014,2.927128,1.32,0.199,2.3,727,1.03,0.95,4.39,1052.24,17.59
Kepler-299 c,1,4,Transit,2014,6.885875,2.65,0.495,7.51,735,1.03,0.95,4.39,1052.24,
Kepler-299 d,1,4,Transit,2014,15.054786,1.86,0.139,4.12,543,1.03,0.95,4.39,1052.24,
Kepler-299 e,1,4,Transit,2014,38.285489,1.87,0.201,4.16,1066,1.03,0.95,4.39,1052.24,
Kepler-300 b,1,2,Transit,2014,10.446347,1.67,0.204,3.43,624,0.9,1.07,4.53,1098.45,
Kepler-300 c,1,2,Transit,2014,40.714955,2.25,0.332,5.69,735,0.9,1.07,4.53,1098.45,
Kepler-301 b,1,3,Transit,2014,2.508553,1.35,0.239,2.39,888,0.9,0.98,4.53,719.166,
Kepler-301 c,1,3,Transit,2014,5.419026,1.35,0.128,2.39,1224,0.9,0.98,4.53,719.166,16.9
Kepler-301 d,1,3,Transit,2014,13.751243,1.75,0.285,3.71,788,0.9,0.98,4.53,719.166,16.9
Kepler-302 b,1,2,Transit,2014,30.184104,4.06,0.144,15.5,974,1.22,1.02,4.29,1402.58,
Kepler-302 c,1,2,Transit,2014,127.282184,12.45,0.245,,861,1.22,1.02,4.29,1402.58,
Kepler-303 b,1,2,Transit,2014,1.937055,0.89,0.244,0.64,663,0.48,0.57,4.77,209.738,
Kepler-303 c,1,2,Transit,2014,7.061149,1.14,0.17,1.55,1184,0.48,0.57,4.77,209.738,
Kepler-304 b,1,4,Transit,2014,3.295709,2.86,0.216,8.55,858,0.69,0.8,4.63,434.684,
Kepler-304 c,1,4,Transit,2014,5.315946,2.17,0.56,5.35,1670,0.69,0.8,4.63,434.684,
Kepler-304 d,1,4,Transit,2014,9.653471,2.75,0.187,8,563,0.69,0.8,4.63,434.684,
Kepler-305 d,1,4,Transit,2014,16.738661,2.71,0.192,9.1,,0.79,0.85,4.56,868.477,
Kepler-306 b,1,4,Transit,2014,4.646186,1.52,0.402,2.92,939,0.72,0.81,4.61,775.679,
Kepler-306 c,1,4,Transit,2014,7.240193,2.35,0.216,6.12,1094,0.72,0.81,4.61,775.679,
Kepler-306 d,1,4,Transit,2014,17.326644,2.47,0.217,6.66,1211,0.72,0.81,4.61,775.679,
Kepler-306 e,1,4,Transit,2014,44.840975,2.27,0.599,5.77,,0.72,0.81,4.61,775.679,
Kepler-308 b,1,2,Transit,2014,9.694928,2.12,0.183,5.14,889,0.94,0.92,4.51,1335.92,
Kepler-308 c,1,2,Transit,2014,15.38231,2.16,0.169,5.31,,0.94,0.92,4.51,1335.92,
Kepler-309 b,1,2,Transit,2014,5.923653,1.56,0.2,3.05,,0.72,0.67,4.61,544.568,
Kepler-309 c,1,2,Transit,2014,105.356383,2.51,0.172,6.85,,0.72,0.67,4.61,544.568,
Kepler-31 d,1,3,Transit,2014,87.6451,3.9,0.17,2161.244,565,1.22,1.21,4.7,1664.64,
Kepler-310 b,1,3,Transit,2014,13.930698,1.19,0.202,1.81,456,0.88,0.91,4.52,602.268,
Kepler-310 c,1,3,Transit,2014,56.47542,3.38,0.142,11.4,,0.88,0.91,4.52,602.268,
Kepler-310 d,1,3,Transit,2014,92.876125,2.47,1.606,7,2004,0.88,0.91,4.52,602.268,
Kepler-311 b,1,2,Transit,2014,9.176092,1.7,0.232,3.53,665,1.19,1.08,4.31,778.654,
Kepler-311 c,1,2,Transit,2014,19.738286,1.43,0.103,2.63,,1.19,1.08,4.31,778.654,
Kepler-312 b,1,2,Transit,2014,1.772419,1.29,0.341,2.21,,1.47,1.2,4.19,797.72,
Kepler-312 c,1,2,Transit,2014,19.747412,3.15,0.187,10.1,,1.47,1.23,4.19,797.72,
Kepler-313 b,1,2,Transit,2014,14.970418,2.53,0.239,6.94,,1.54,1.08,4.13,1079.395249,
Kepler-313 c,1,2,Transit,2014,32.273273,2.57,0.145,7.13,,1.54,1.08,4.13,1079.395249,
Kepler-314 b,1,2,Transit,2014,2.461069,0.83,0.153,0.498,,0.95,1.02,4.46,268.881,
Kepler-314 c,1,2,Transit,2014,5.960392,2.9,0.215,8.75,,0.95,1.02,4.46,268.881,
Kepler-315 b,1,2,Transit,2014,96.101141,3.77,0.205,13.7,,1.04,0.98,4.38,1160.63,
Kepler-315 c,1,2,Transit,2014,265.469335,4.15,0.223,16.1,615,1.04,0.98,4.38,1160.63,
Kepler-316 b,1,2,Transit,2014,2.240508,1.06,0.683,1.2,1400,0.52,0.59,4.74,384.938,
Kepler-316 c,1,2,Transit,2014,6.827766,1.16,0.221,1.65,,0.52,0.59,4.74,384.938,
Kepler-317 b,1,2,Transit,2014,5.524242,2.09,0.191,109.8,,0.94,0.86,4.49,940.584,
Kepler-317 c,1,2,Transit,2014,8.77501,1.72,0.191,3.61,,0.94,0.86,4.49,940.584,
Kepler-318 b,1,2,Transit,2014,4.662715,4.71,0.287,19.9,,1.19,1.02,4.33,489.141,
Kepler-318 c,1,2,Transit,2014,11.815007,3.68,0.348,13.1,,1.19,1.02,4.33,489.141,
Kepler-319 b,1,3,Transit,2014,4.362705,1.63,0.185,3.29,,0.9,0.96,4.49,503.436,
Kepler-319 c,1,3,Transit,2014,6.941357,2.63,0.141,7.41,,0.9,0.96,4.49,503.436,
Kepler-319 d,1,3,Transit,2014,31.781925,2.29,0.222,5.86,1372,0.9,0.96,4.49,503.436,
Kepler-320 b,1,2,Transit,2014,8.371554,1.14,0.141,1.55,,1.11,1.33,4.42,826.613,
Kepler-320 c,1,2,Transit,2014,17.934937,1.37,0.207,2.45,,1.11,1.33,4.42,826.613,
Kepler-321 b,1,2,Transit,2014,4.915379,1.77,0.238,3.78,651,1.19,1.03,4.3,384.542,
Kepler-321 c,1,2,Transit,2014,13.093921,2.32,0.258,5.99,,1.19,1.03,4.3,384.542,
Kepler-322 b,1,2,Transit,2014,1.653888,1.01,0.192,1.01,,0.89,0.92,4.5,400.48,
Kepler-322 c,1,2,Transit,2014,4.337234,1.67,0.096,3.43,,0.89,0.92,4.5,400.48,
Kepler-323 b,1,2,Transit,2014,1.678327,1.43,0.103,684.4,,1.18,1.09,4.31,454.883,
Kepler-323 c,1,2,Transit,2014,3.553822,1.63,0.09,79.7,,1.18,1.09,4.31,454.883,
Kepler-324 b,1,3,Transit,2014,4.385315,1.14,0.115,1.55,,0.84,0.87,4.53,501.574,
Kepler-324 c,1,3,Transit,2014,51.805612,3.15,0.219,10.1,,0.84,0.87,4.53,501.574,
Kepler-325 b,1,3,Transit,2014,4.544439,2.91,0.206,8.8,,1,0.92,4.41,823.242,
Kepler-325 c,1,3,Transit,2014,12.762172,2.54,0.238,6.99,,1,0.92,4.41,823.242,
Kepler-325 d,1,3,Transit,2014,38.715185,2.79,0.247,8.2,,1,0.92,4.41,823.242,
Kepler-326 b,1,3,Transit,2014,2.248329,1.52,0.205,44.6,,0.8,0.85,4.56,487.675,19.8
Kepler-326 c,1,3,Transit,2014,4.580358,1.4,0.329,17.4,,0.8,0.85,4.56,487.675,
Kepler-326 d,1,3,Transit,2014,6.766888,1.21,0.319,6.9,631,0.8,0.85,4.56,487.675,
Kepler-327 b,1,3,Transit,2014,2.549575,1.11,0.215,1.41,801,0.49,0.59,4.76,241.987,
Kepler-327 c,1,3,Transit,2014,5.212333,1.03,0.179,20.3,,0.49,0.59,4.76,241.987,
Kepler-327 d,1,3,Transit,2014,13.969457,1.73,0.131,3.64,,0.49,0.59,4.76,241.987,
Kepler-329 b,1,2,Transit,2014,7.416397,1.4,0.228,2.54,,0.52,0.6,4.74,439.719,
Kepler-329 c,1,2,Transit,2014,18.684737,1.93,0.176,4.38,,0.52,0.6,4.74,439.719,
Kepler-330 b,1,2,Transit,2014,8.25978,1.35,0.111,2.39,,0.72,0.79,4.64,717.527,
Kepler-330 c,1,2,Transit,2014,15.955387,1.95,0.132,4.46,,0.72,0.79,4.64,717.527,
Kepler-331 b,1,3,Transit,2014,8.457496,1.82,0.215,3.97,,0.49,0.65,4.77,580.119,
Kepler-331 c,1,3,Transit,2014,17.28111,1.84,0.181,4.04,,0.49,0.65,4.77,580.119,
Kepler-331 d,1,3,Transit,2014,32.134328,1.64,0.09,3.33,,0.49,0.65,4.77,580.119,
Kepler-332 b,1,3,Transit,2014,7.626324,1.17,0.175,1.71,,0.72,0.8,4.61,344.19,
Kepler-332 c,1,3,Transit,2014,15.995622,1.09,0.678,1.32,979,0.72,0.8,4.61,344.19,
Kepler-332 d,1,3,Transit,2014,34.21154,1.18,0.11,1.76,,0.72,0.8,4.61,344.19,
Kepler-333 b,2,2,Transit,2014,12.551158,1.32,0.055,28.2,,0.53,0.6,4.73,324.413,
Kepler-333 c,2,2,Transit,2014,24.08821,1.11,0.201,1.41,314,0.53,0.6,4.73,324.413,
Kepler-334 b,1,3,Transit,2014,5.470319,1.12,0.232,1.46,502,1.07,1.07,4.38,426.59,
Kepler-334 c,1,3,Transit,2014,12.758005,1.43,0.116,2.63,,1.07,1.07,4.38,426.59,
Kepler-334 d,1,3,Transit,2014,25.09849,1.41,0.098,2.57,,1.07,1.07,4.38,426.59,
Kepler-335 b,1,2,Transit,2014,6.562331,3.39,0.295,11.4,474,1.85,1.03,4.02,1278.97,23.9
Kepler-335 c,1,2,Transit,2014,67.844469,3.07,0.947,9.64,1499,1.85,1.02,4.02,1278.97,
Kepler-336 b,1,3,Transit,2014,2.024823,1.02,0.464,1.04,1092,1.3,1.09,4.26,768.86,
Kepler-336 c,1,3,Transit,2014,9.600001,2.1,1.046,5.06,1113,1.3,1.09,4.26,768.86,
Kepler-336 d,1,3,Transit,2014,20.678772,2.37,1.11,6.21,,1.3,1.09,4.26,768.86,
Kepler-337 b,1,2,Transit,2014,3.292781,1.54,1.399,2.99,1377,1.76,1.05,4,677.975,
Kepler-337 c,1,2,Transit,2014,9.693201,2.05,1.35,4.86,1712,1.76,1.05,4,677.975,
Kepler-338 b,1,4,Transit,2014,13.726976,2.44,1.78,30.6,1800,1.74,1.2,4.02,552.798,
Kepler-338 c,1,4,Transit,2014,24.310856,2.34,1.743,6.08,1970,1.74,1.2,4.02,552.798,
Kepler-338 d,1,4,Transit,2014,44.431014,3,1.74,9.27,1642,1.74,1.2,4.02,552.798,
Kepler-338 e,1,4,Transit Timing Variations,2014,9.341,1.56,1.415,8.5,2453,1.74,1.14,4.02,552.798,
Kepler-339 b,1,3,Transit,2014,4.977656,1.42,1.525,2.6,2087,0.8,0.93,4.59,616.637,
Kepler-339 c,1,3,Transit,2014,6.988055,1.15,1.57,7.3,2085,0.8,0.93,4.59,616.637,
Kepler-339 d,1,3,Transit,2014,10.558345,1.17,1.91,14.7,1935,0.8,0.93,4.59,616.637,
Kepler-340 b,1,2,Transit,2014,14.844387,2.53,1.35,6.94,,1.85,1.65,4.06,808.762,
Kepler-340 c,1,2,Transit,2014,22.824669,3.37,1.741,11.3,2262,1.85,1.65,4.06,808.762,
Kepler-341 b,1,4,Transit,2014,5.195528,1.18,1.586,1.76,2051,1.02,1,4.44,1047.03,
Kepler-341 c,1,4,Transit,2014,8.01041,1.7,1.323,3.53,1561,1.02,1,4.44,1047.03,
Kepler-341 d,1,4,Transit,2014,27.666313,1.85,1.272,4.08,1459,1.02,1,4.44,1047.03,
Kepler-341 e,1,4,Transit,2014,42.473269,1.99,1.56,4.62,1816,1.02,1,4.44,1047.03,
Kepler-342 b,1,4,Transit,2014,15.170318,2.25,1.699,5.69,1823,1.47,1.26,4.19,781.611,
Kepler-342 c,1,4,Transit,2014,26.234138,1.96,1.3,4.5,1313,1.47,1.26,4.19,781.611,
Kepler-342 d,1,4,Transit,2014,39.459357,2.49,1.16,6.76,,1.47,1.26,4.19,781.611,
Kepler-343 b,1,2,Transit,2014,8.96855,2.41,1.6,6.39,2048,1.43,1.08,4.18,927.193,
Kepler-343 c,1,2,Transit,2014,23.22182,2.02,1.62,4.74,1675,1.43,1.08,4.18,927.193,
Kepler-344 b,1,2,Transit,2014,21.963945,2.61,1.891,7.32,4050,0.98,0.93,4.45,1002.94,
Kepler-344 c,1,2,Transit,2014,125.596809,2.95,,9.01,,0.98,0.93,4.45,1002.94,
Kepler-345 b,1,2,Transit,2014,7.415563,0.74,,0.5,,0.62,0.61,4.68,260,
Kepler-345 c,1,2,Transit,2014,9.387427,1.2,,2.2,,0.62,0.61,4.68,260,
Kepler-346 b,1,2,Transit,2014,6.511127,2.66,1.19,7.56,,1.02,0.95,4.46,984.105,
Kepler-346 c,1,2,Transit,2014,23.851549,3.07,0.491,9.64,,1.02,0.95,4.46,984.105,
Kepler-347 b,1,2,Transit,2014,12.79836,1.97,0.616,4.54,,1,1.05,4.47,1298.88,
Kepler-347 c,1,2,Transit,2014,27.320871,1.75,1.13,3.71,,1,1.05,4.47,1298.88,
Kepler-348 b,1,2,Transit,2014,7.05677,1.52,0.571,2.92,308,1.36,1.27,4.24,570.783,
Kepler-348 c,1,2,Transit,2014,17.265427,1.33,1.27,2.33,,1.36,1.27,4.24,570.783,
Kepler-349 b,1,2,Transit,2014,5.929778,1.9,0.589,94.5,,0.93,1.02,4.52,940.724,
Kepler-349 c,1,2,Transit,2014,12.247629,1.96,1.1,4.5,,0.93,1.02,4.52,940.724,
Kepler-350 b,1,3,Transit,2014,11.189562,1.85,1.19,4.08,,1.53,1.19,4.15,956.859,
Kepler-351 b,1,3,Transit,2014,37.054919,3.06,0.366,4.8,,0.85,0.81,4.56,1083.91,
Kepler-351 c,1,3,Transit,2014,57.24809,3.19,0.214,11.1,,0.85,0.81,4.56,1083.91,
Kepler-352 b,1,2,Transit,2014,10.05537,0.86,0.41,0.566,264,0.78,0.83,4.57,252.733,
Kepler-352 c,1,2,Transit,2014,16.332995,1.24,1.08,2.07,,0.78,0.83,4.57,252.733,
Kepler-353 b,2,2,Transit,2014,5.795278,0.89,1.17,0.64,,0.5,0.55,4.75,384.694,
Kepler-353 c,2,2,Transit,2014,8.410894,1.38,1.13,2.48,,0.5,0.55,4.75,384.694,
Kepler-354 b,1,3,Transit,2014,5.47666,1.84,1.15,4.04,,0.67,0.65,4.63,554.064,
Kepler-354 c,1,3,Transit,2014,16.934402,1.31,1.19,2.27,,0.67,0.73,4.63,554.064,
Kepler-354 d,1,3,Transit,2014,24.209842,1.24,1.09,2.07,,0.67,0.65,4.63,554.064,
Kepler-355 b,1,2,Transit,2014,11.03189,1.46,1.16,2.73,,1.07,0.99,4.44,1432.17,
Kepler-355 c,1,2,Transit,2014,25.762294,2.71,1.18,7.8,,1.07,0.99,4.44,1432.17,
Kepler-356 b,1,2,Transit,2014,4.612696,1.57,1.25,3.09,,1.33,1.17,4.26,707.559,
Kepler-356 c,1,2,Transit,2014,13.121632,1.81,0.575,3.93,,1.33,1.17,4.26,707.559,
Kepler-357 b,1,3,Transit,2014,6.475434,1.84,1.19,4.04,,0.83,0.79,4.5,688.573,
Kepler-357 c,1,3,Transit,2014,16.85837,2.67,1.25,7.61,,0.83,0.79,4.5,688.573,
Kepler-357 d,1,3,Transit,2014,49.499875,3.43,0.238,11.6,,0.83,0.79,4.5,688.573,
Kepler-358 b,1,2,Transit,2014,34.060467,2.72,0.804,7.85,,0.95,0.94,4.5,1101.1,
Kepler-358 c,1,2,Transit,2014,83.488369,2.85,0.208,8.5,,0.95,0.94,4.5,1101.1,
Kepler-359 b,1,3,Transit,2014,25.563222,3.53,1.15,12.2,,1.09,1.14,4.43,1443.21,
Kepler-359 c,1,3,Transit,2014,57.68802,4.3,0.937,2.9,,1.09,1.14,4.43,1443.21,
Kepler-359 d,1,3,Transit,2014,77.095691,4.01,1.19,2.7,,1.09,1.14,4.43,1443.21,
Kepler-360 b,1,2,Transit,2014,3.289672,1.65,1.16,3.36,,1.06,0.95,4.42,876.044,
Kepler-360 c,1,2,Transit,2014,7.186434,2.1,1.23,5.06,,1.06,0.95,4.42,876.044,
Kepler-361 b,1,2,Transit,2014,8.486616,1.45,1.13,2.7,,1.34,1.17,4.25,930.32,
Kepler-361 c,1,2,Transit,2014,55.188023,2.52,0.284,6.9,,1.34,1.17,4.25,930.32,
Kepler-362 b,1,2,Transit,2014,10.327186,0.88,1.22,0.615,,0.72,1.02,4.64,1090.51,
Kepler-362 c,1,2,Transit,2014,37.866281,1.45,1.18,2.7,,0.72,1.02,4.64,1090.51,
Kepler-363 b,1,3,Transit,2014,3.614568,1.16,1.26,1.65,,1.49,1.1,4.15,762.596,
Kepler-363 c,1,3,Transit,2014,7.542427,1.69,1.23,66.4,911,1.49,1.1,4.15,762.596,
Kepler-363 d,1,3,Transit,2014,11.932125,2.05,0.94,4.86,511,1.49,1.1,4.15,762.596,
Kepler-364 b,1,2,Transit,2014,25.745718,1.55,1.512,3.02,2550,1.28,1.19,4.27,891.462,
Kepler-364 c,1,2,Transit,2014,59.980627,2.15,0.307,5.27,758,1.28,1.19,4.27,891.462,
Kepler-365 b,1,2,Transit,2014,10.664903,2.04,1.25,4.82,,1.05,1.02,4.43,1038.99,
Kepler-365 c,1,2,Transit,2014,17.784129,1.64,0.17,3.33,660,1.05,1.02,4.43,1038.99,
Kepler-366 b,1,2,Transit,2014,3.281959,1.46,0.17,2.73,755,1.05,1.06,4.45,1856.28,
Kepler-366 c,1,2,Transit,2014,12.51616,1.79,0.79,3.86,412,1.05,1.06,4.45,1856.28,
Kepler-367 b,1,2,Transit,2014,37.815724,1.3,0.485,2.24,321,0.69,0.68,4.63,188.027,
Kepler-367 c,1,2,Transit,2014,53.578637,1.2,0.101,1.87,475,0.69,0.68,4.63,188.027,
Kepler-368 b,1,2,Transit,2014,26.84768,3.26,0.23,10.7,613,2.02,0.97,3.9,770.978,
Kepler-368 c,1,2,Transit,2014,72.379334,3.88,1.11,14.3,1046,2.02,0.97,3.9,770.978,
Kepler-369 b,1,2,Transit,2014,2.732756,1.13,0.106,1.51,785,0.47,0.5,4.79,214,
Kepler-369 c,1,2,Transit,2014,14.871572,1.41,0.108,2.57,686,0.47,0.5,4.79,214,
Kepler-37 e,1,4,Transit Timing Variations,2014,51.196,0.37,0.117,0.0275,1062,0.77,0.8,4.61,63.9207,
Kepler-370 b,1,2,Transit,2014,4.57953,1.59,0.106,3.15,987,0.9,0.98,4.53,1167.94,
Kepler-370 c,1,2,Transit,2014,19.02293,1.91,0.256,4.31,520,0.9,0.98,4.53,1167.94,
Kepler-371 b,1,2,Transit,2014,34.763278,1.89,0.237,4.23,450,0.99,0.93,4.39,813.192,
Kepler-371 c,1,2,Transit,2014,67.968015,1.78,0.257,3.82,407,0.99,0.93,4.39,813.192,
Kepler-372 b,1,3,Transit,2014,6.849692,1.36,0.723,2.42,342,1.14,1.15,4.41,1493.95,
Kepler-372 c,1,3,Transit,2014,20.053763,2.09,1.008,5.02,294,1.14,1.2,4.41,1493.95,
Kepler-372 d,1,3,Transit,2014,30.092568,1.69,0.99,3.5,347,1.14,1.15,4.41,1493.95,
Kepler-373 b,1,2,Transit,2014,5.535309,1.36,0.068,2.42,,0.84,0.93,4.56,1090.45,
Kepler-373 c,1,2,Transit,2014,16.725948,1.24,0.077,2.07,,0.84,0.93,4.56,1090.45,
Kepler-374 b,1,3,Transit,2014,1.897806,1.03,0.153,1.08,1486,0.91,1.04,4.48,1265.61,
Kepler-374 c,1,3,Transit,2014,3.282807,1.1,0.385,1.37,1012,0.91,1.04,4.48,1265.61,
Kepler-374 d,1,3,Transit,2014,5.028219,1.31,1.005,2.27,806,0.91,1.04,4.48,1265.61,
Kepler-375 b,1,2,Transit,2014,12.125934,1.45,0.585,2.7,584,0.84,0.92,4.57,1238.81,
Kepler-375 c,1,2,Transit,2014,19.986326,2.65,1.03,7.51,1459,0.84,0.92,4.57,1238.81,
Kepler-376 b,1,2,Transit,2014,4.920199,1.07,0.227,1.24,,1.18,1.06,4.3,923.067,
Kepler-376 c,1,2,Transit,2014,14.172327,1.79,0.132,3.86,2130,1.18,1.06,4.3,923.067,
Kepler-377 b,1,2,Transit,2014,12.509529,1.39,0.207,2.51,584,1.22,1.07,4.3,823.804,
Kepler-377 c,1,2,Transit,2014,27.014976,2.06,0.118,4.9,1155,1.22,1.07,4.3,823.804,
Kepler-378 b,1,2,Transit,2014,16.092361,0.75,0.196,0.347,939,0.67,0.78,4.65,152.094,
Kepler-378 c,1,2,Transit,2014,28.906009,0.7,0.144,0.271,670,0.67,0.78,4.65,152.094,
Kepler-379 b,1,2,Transit,2014,20.09838,1.66,0.425,3.39,473,1.31,1.15,4.27,731.274,
Kepler-379 c,1,2,Transit,2014,62.784697,2.29,0.281,5.86,693,1.31,1.15,4.27,731.274,
Kepler-380 b,1,2,Transit,2014,3.930821,1.19,0.141,1.81,804,1.22,1.08,4.29,813.713,
Kepler-380 c,1,2,Transit,2014,7.630004,1.27,0.153,2.15,1453,1.22,1.08,4.29,813.713,
Kepler-381 b,1,2,Transit,2014,5.629021,0.99,0.159,0.937,1157,1.57,1.2,4.12,267.323,
Kepler-381 c,1,2,Transit,2014,13.391635,1.12,0.56,1.46,1661,1.57,1.2,4.12,267.323,
Kepler-382 b,1,2,Transit,2014,5.262155,1.32,0.134,2.3,1026,0.94,0.88,4.4,935.446,
Kepler-382 c,1,2,Transit,2014,12.162701,1.59,0.137,3.15,791,0.94,0.88,4.4,935.446,
Kepler-383 b,1,2,Transit,2014,12.904532,1.32,0.128,2.3,652,0.67,0.67,4.62,470,
Kepler-383 c,1,2,Transit,2014,31.200751,1.24,0.114,2.07,627,0.67,0.67,4.62,470,
Kepler-384 b,1,2,Transit,2014,22.597053,1.12,0.194,1.46,403,0.88,0.97,4.47,895.678,
Kepler-384 c,1,2,Transit,2014,45.348269,1.13,0.51,1.51,1513,0.88,0.97,4.47,895.678,
Kepler-385 b,1,3,Transit,2014,10.043686,2.73,0.112,12.8,1413,1.13,1.12,4.41,1432.61,
Kepler-385 c,1,3,Transit,2014,15.163161,3.04,0.207,13.2,477,1.13,1.12,4.41,1432.61,
Kepler-386 b,1,2,Transit,2014,12.31043,1.39,0.256,2.51,920,0.77,0.82,4.56,882.462,
Kepler-386 c,1,2,Transit,2014,25.193458,1.58,0.115,3.12,934,0.77,0.82,4.56,882.462,
Kepler-387 b,1,2,Transit,2014,6.791636,1.03,0.192,1.08,766,1.05,0.82,4.35,801.052,
Kepler-387 c,1,2,Transit,2014,11.837549,0.89,0.213,0.64,614,1.05,0.82,4.35,801.052,
Kepler-388 b,1,2,Transit,2014,3.173315,0.81,0.317,0.457,1040,0.59,0.64,4.69,425,
Kepler-388 c,1,2,Transit,2014,13.297004,0.86,0.194,0.566,1540,0.59,0.64,4.69,425,
Kepler-389 b,1,2,Transit,2014,3.244107,1.51,0.328,2.89,407,0.79,0.81,4.57,816.559,
Kepler-389 c,1,2,Transit,2014,14.51143,1.46,0.178,2.73,831,0.79,0.81,4.57,816.559,
Kepler-390 b,2,2,Transit,2014,6.738088,0.82,0.23,0.477,498,0.78,0.86,4.57,435.277,
Kepler-390 c,2,2,Transit,2014,13.060022,0.79,0.13,0.418,1164,0.78,0.86,4.57,435.277,
Kepler-391 b,1,2,Transit,2014,7.416755,3.2,0.042,10.3,792,3.57,1.03,3.46,869.236,
Kepler-391 c,1,2,Transit,2014,20.485435,3.54,0.052,12.3,719,3.57,1.03,3.46,869.236,
Kepler-392 b,1,2,Transit,2014,5.341853,1,0.105,0.972,634,1.13,1.07,4.32,681.428,
Kepler-392 c,1,2,Transit,2014,10.423118,1.1,0.198,1.37,546,1.13,1.07,4.32,681.428,
Kepler-393 b,1,2,Transit,2014,9.182417,1.29,0.079,2.21,457,1.38,1.21,4.23,881.404,
Kepler-393 c,1,2,Transit,2014,14.613612,1.33,0.203,2.33,325,1.38,1.21,4.23,881.404,
Kepler-394 b,1,2,Transit,2014,8.005013,1.6,0.208,3.19,634,1.13,1.13,4.41,1058.72,
Kepler-394 c,1,2,Transit,2014,12.130686,1.66,0.211,3.39,512,1.13,1.13,4.41,1058.72,
Kepler-395 b,1,2,Transit,2014,7.054346,1.03,0.235,1.08,524,0.56,0.62,4.73,421.382,
Kepler-395 c,1,2,Transit,2014,34.989262,1.32,0.349,2.3,376,0.56,0.62,4.73,421.382,
Kepler-397 b,1,2,Transit,2014,22.250949,2.46,0.177,6.62,1654,0.77,0.84,4.57,969,
