pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_mass,st_logg,sy_dist
Kepler-259 c,1,2,Transit,2014,36.924931,2.7,7.75,0,530,5938,0.93,4.53,1002.14
Kepler-26 b,1,4,Transit,2011,12.28,2.78,5.12,0,431,3914,0.54,4.68,335.307
Kepler-26 c,1,4,Transit,2011,17.2559,2.72,6.2,0,385,3914,0.54,4.68,335.307
Kepler-26 d,1,4,Transit,2014,3.543919,1.07,1.24,0,652,4486,0.62,4.73,335.307
Kepler-26 e,1,4,Transit,2014,46.827915,2.41,6.39,0,276,4486,0.62,4.73,335.307
Kepler-260 b,1,2,Transit,2014,8.187399,2.01,4.7,0,782,5250,0.92,4.49,627.365
Kepler-260 c,1,2,Transit,2014,76.050178,1.74,3.68,0,372,5250,0.92,4.49,627.365
Kepler-261 b,1,2,Transit,2014,10.381227,2.18,5.39,0,672,5098,0.88,4.56,317.499
Kepler-261 c,1,2,Transit,2014,24.570858,2,4.66,0,505,5098,0.88,4.56,317.499
Kepler-262 b,1,2,Transit,2014,13.060855,1.36,2.42,0,734,5841,0.99,4.54,613.129
Kepler-262 c,1,2,Transit,2014,21.853722,1.64,3.33,0,618,5841,0.99,4.54,613.129
Kepler-263 b,1,2,Transit,2014,16.568087,2.67,7.61,0,548,5265,0.8,4.58,754.747
Kepler-263 c,1,2,Transit,2014,47.332773,2.47,6.66,0,386,5265,0.8,4.58,754.747
Kepler-264 b,1,2,Transit,2014,40.806231,3.33,11.1,0,772,6158,1.46,4.15,942.173
Kepler-264 c,1,2,Transit,2014,140.101261,2.83,8.4,0,511,6158,1.46,4.15,942.173
Kepler-265 b,1,4,Transit,2014,6.846262,1.86,4.12,0,1022,5835,0.98,4.33,1280.25
Kepler-265 c,1,4,Transit,2014,17.028937,2.63,7.41,0,755,5835,0.98,4.33,1280.25
Kepler-265 d,1,4,Transit,2014,43.130617,2.49,6.76,0,554,5835,0.98,4.33,1280.25
Kepler-265 e,1,4,Transit,2014,67.831024,2.59,7.22,0,476,5835,0.98,4.33,1280.25
Kepler-266 b,1,2,Transit,2014,6.61833,2.48,6.71,0,1066,5885,0.95,4.45,1370.79
Kepler-266 c,1,2,Transit,2014,107.723601,3.89,14.4,0,421,5885,0.95,4.45,1370.79
Kepler-267 b,1,3,Transit,2014,3.353728,1.98,37.9,0,615,4258,0.54,4.73,264.993
Kepler-267 c,1,3,Transit,2014,6.87745,2.13,5.18,0,484,4258,0.54,4.73,264.993
Kepler-267 d,1,3,Transit,2014,28.464515,2.27,5.77,0,301,4258,0.54,4.73,264.993
Kepler-268 b,1,2,Transit,2014,25.934138,2.55,7.04,0,695,6081,1.13,4.29,851.87
Kepler-268 c,1,2,Transit,2014,83.446393,3.38,11.4,0,471,6081,1.13,4.29,851.87
Kepler-269 b,1,2,Transit,2014,5.326718,2.47,6.66,0,1007,5847,0.92,4.5,2257.32
Kepler-269 c,1,2,Transit,2014,8.127899,1.69,3.5,0,875,5847,0.92,4.5,2257.32
Kepler-27 b,1,2,Transit,2011,15.3348,4,2895.31,0,610,5400,0.65,5.4,1044.36
Kepler-27 c,1,2,Transit,2011,31.3309,4.9,4385.87,0,481,5400,0.65,5.4,1044.36
Kepler-270 b,1,2,Transit,2014,11.476094,2.01,4.7,0,984,6067,1.17,4.2,948.781
Kepler-270 c,1,2,Transit,2014,25.262887,1.77,3.78,0,756,6067,1.17,4.2,948.781
Kepler-271 b,1,3,Transit,2014,10.43547805,1.23,2.04,0,759,5555,0.9,4.52,404.542
Kepler-271 c,1,3,Transit,2014,7.41086267,0.95,0.809,0,850,5555,0.9,4.52,404.542
Kepler-271 d,1,3,Transit,2016,5.24972541,0.66,0.219,0,954,5555,0.9,4.52,404.542
Kepler-272 b,1,3,Transit,2014,2.971353,1.43,78,0,1200,5297,0.86,4.43,889.608
Kepler-272 c,1,3,Transit,2014,6.057342,1.79,97.8,0,947,5297,0.86,4.43,889.608
Kepler-272 d,1,3,Transit,2014,10.937304,2.25,5.69,0,777,5297,0.86,4.43,889.608
Kepler-273 b,1,2,Transit,2014,2.936532,1.5,2.86,0,1209,5626,0.94,4.51,713.964
Kepler-273 c,1,2,Transit,2014,8.014927,1.98,4.58,0,865,5626,0.94,4.51,713.964
Kepler-274 b,1,2,Transit,2014,11.634788,1.54,2.99,0,961,6023,1.08,4.44,1333.62
Kepler-274 c,1,2,Transit,2014,33.197861,1.84,4.04,0,678,6023,1.08,4.44,1333.62
Kepler-275 b,1,3,Transit,2014,10.300682,2.34,6.08,0,1015,6165,1.16,4.23,2034.25
Kepler-275 c,1,3,Transit,2014,16.088134,3.38,11.4,0,875,6165,1.16,4.23,2034.25
Kepler-275 d,1,3,Transit,2014,35.676062,3.33,11.1,0,671,6165,1.16,4.23,2034.25
Kepler-276 b,1,3,Transit,2014,14.12841,2.87,8.6,0,739,6105,1.04,4.45,1144.86
Kepler-276 c,1,3,Transit,2013,31.884,2.9,16.6,0,563,5779,1.1,4.46,1144.86
Kepler-276 d,1,3,Transit,2013,48.648,2.8,16.3,0,489,5779,1.1,4.46,1144.86
Kepler-277 b,1,2,Transit,2013,17.324,2.92,87.3,0,964,5946,1.12,4.03,976.643
Kepler-277 c,1,2,Transit,2013,33.006,3.36,64.2,0,778,5946,1.12,4.03,976.643
Kepler-278 b,1,2,Transit,2014,30.160546,4.07,15.6,0.04,836,4991,1.08,3.62,443.03
Kepler-278 c,1,2,Transit,2014,51.078775,3.59,12.6,0.51,702,4991,1.08,3.62,443.03
Kepler-279 b,1,3,Transit,2014,12.309681,3.62,12.8,0,1104,6363,1.16,4.05,1037.4
Kepler-279 c,1,3,Transit,2013,35.736,4.3,49.4,0,774,6689.45,1.1,4.42,1037.4
Kepler-279 d,1,3,Transit,2013,54.414,3.1,37.5,0,574,6689.45,1.1,4.42,1037.4
Kepler-28 b,1,2,Transit,2011,5.9123,3.6,479.9,0,585,4590,0.75,4.29,438.359
Kepler-28 c,1,2,Transit,2011,8.9858,3.4,432.23,0,509,4590,0.75,4.29,438.359
Kepler-280 b,1,2,Transit,2014,2.139542,1.45,2.7,0,1425,5744,0.96,4.54,780.361
Kepler-280 c,1,2,Transit,2014,4.807091,2.01,4.7,0,1088,5744,0.96,4.54,780.361
Kepler-281 b,1,2,Transit,2014,14.646008,2.82,8.35,0,694,5723,0.95,4.53,1745.45
Kepler-281 c,1,2,Transit,2014,36.337373,5.31,24.4,0,513,5723,0.95,4.53,1745.45
Kepler-282 b,1,4,Transit,2014,9.220524,1.01,1.01,0,817,5602,0.79,4.46,1337.61
Kepler-282 c,1,4,Transit,2014,13.638723,1.2,1.87,0,717,5602,0.79,4.46,1337.61
Kepler-282 d,1,4,Transit,2013,24.806,2.46,61,0,588,5699,0.97,4.53,1337.61
Kepler-282 e,1,4,Transit,2013,44.347,3.1,56.2,0,484,5699,0.97,4.53,1337.61
Kepler-283 b,1,2,Transit,2014,11.008151,2.13,5.18,0,488,4351,0.6,4.72,468.094
Kepler-283 c,1,2,Transit,2014,92.743711,1.82,3.97,0,240,4351,0.6,4.72,468.094
Kepler-284 b,1,2,Transit,2014,12.699149,2.24,5.65,0,686,5615,0.92,4.58,1031.95
Kepler-284 c,1,2,Transit,2014,37.514456,2.61,7.32,0,478,5615,0.92,4.58,1031.95
Kepler-285 b,1,2,Transit,2014,2.633867,1.34,2.36,0,1131,5411,0.82,4.58,824.31
Kepler-285 c,1,2,Transit,2014,6.186676,1.12,1.46,0,851,5411,0.82,4.58,824.31
Kepler-286 b,1,4,Transit,2014,1.796302,1.24,2.07,0,1367,5580,0.96,4.5,1226.85
Kepler-286 c,1,4,Transit,2014,3.468095,1.37,2.45,0,1098,5580,0.96,4.5,1226.85
Kepler-286 d,1,4,Transit,2014,5.914323,1.33,2.33,0,919,5580,0.96,4.5,1226.85
Kepler-286 e,1,4,Transit,2014,29.221289,1.77,3.78,0,539,5580,0.96,4.5,1226.85
Kepler-287 b,1,2,Transit,2014,20.342199,2.33,6.04,0,667,5806,0.97,4.4,835.86
Kepler-287 c,1,2,Transit,2014,44.851896,3.26,10.7,0,513,5806,0.97,4.4,835.86
Kepler-288 b,1,3,Transit,2014,6.097326,1.67,3.43,0,1197,5918,1.03,4.35,1194.15
Kepler-288 c,1,3,Transit,2014,19.305772,2.85,8.5,0,815,5918,1.03,4.35,1194.15
Kepler-288 d,1,3,Transit,2014,56.633742,2.67,7.61,0,570,5918,1.03,4.35,1194.15
Kepler-289 b,1,3,Transit,2014,34.545,2.15,7.3,0,607,5990,1.08,4.47,704.438
Kepler-289 c,1,3,Transit,2014,125.8518,11.59,132,0,394,5990,1.08,4.47,704.438
Kepler-289 d,1,3,Transit,2014,66.0634,2.68,4,,,5990,1.08,4.47,704.438
Kepler-29 b,1,2,Transit,2011,10.33974,2.55,5,0,777,5378,0.76,4.6,832.532
Kepler-29 c,1,2,Transit,2011,13.28613,2.34,4.5,0,715,5378,0.76,4.6,832.532
Kepler-290 b,1,2,Transit,2014,14.589347,2.25,5.69,0,594,5147,0.8,4.62,694.627
Kepler-290 c,1,2,Transit,2014,36.77031,2.7,7.75,0,437,5147,0.8,4.62,694.627
Kepler-291 b,1,2,Transit,2014,3.546511,2.16,5.31,0,1212,6002,0.9,4.47,1786.48
Kepler-291 c,1,2,Transit,2014,5.700786,1.88,4.19,0,1035,6002,0.9,4.47,1786.48
Kepler-292 b,1,5,Transit,2014,2.580827,1.32,2.3,0,1130,5299,0.85,4.54,1056.48
Kepler-292 c,1,5,Transit,2014,3.715335,1.47,2.76,0,1001,5299,0.85,4.54,1056.48
Kepler-292 d,1,5,Transit,2014,7.055679,2.23,5.6,0,808,5299,0.85,4.54,1056.48
Kepler-292 e,1,5,Transit,2014,11.97901,2.67,7.61,0,678,5299,0.85,4.54,1056.48
Kepler-292 f,1,5,Transit,2014,20.834237,2.35,6.12,0,563,5299,0.85,4.54,1056.48
Kepler-293 b,1,2,Transit,2014,19.254196,3.07,9.64,0,657,5804,0.94,4.5,974.633
Kepler-293 c,1,2,Transit,2014,54.155743,3.83,14,0,466,5804,0.94,4.5,974.633
Kepler-294 b,1,2,Transit,2014,3.701212,1.77,3.78,0,1087,5913,0.95,4.49,1357.01
Kepler-294 c,1,2,Transit,2014,6.6264,2.71,7.8,0,895,5913,0.95,4.49,1357.01
Kepler-295 b,1,3,Transit,2014,12.645164,1.22,1.98,0,741,5603,0.89,4.44,1699.19
Kepler-295 c,1,3,Transit,2014,21.526258,1.17,1.71,0,621,5603,0.89,4.44,1699.19
Kepler-295 d,1,3,Transit,2014,33.884054,1.36,2.42,0,533,5603,0.89,4.44,1699.19
Kepler-296 b,2,5,Transit,2014,10.864384,1.61,3.22,0.33,495,3740,0.5,4.77,167
Kepler-296 c,2,5,Transit,2014,5.8416366,2,4.66,0.33,606,3740,0.5,4.77,167
Kepler-296 d,2,5,Transit,2014,19.850291,2.09,5.02,0.33,403,3740,0.5,4.77,167
Kepler-296 e,2,5,Transit,2014,34.14211,1.53,2.96,0.33,337,3740,0.5,4.77,167
Kepler-296 f,2,5,Transit,2014,63.33627,1.8,3.89,0.33,274,3740,0.5,4.77,167
Kepler-297 b,1,2,Transit,2014,38.871826,2.87,48.5,0,509,5619,0.98,4.47,692.14
Kepler-297 c,1,2,Transit,2014,74.920137,6.54,42.1,0,409,5619,0.98,4.47,692.14
Kepler-298 b,1,3,Transit,2014,10.475464,1.96,4.5,0,540,4465,0.66,4.71,518.204
Kepler-298 c,1,3,Transit,2014,22.92881,1.93,4.38,0,416,4465,0.66,4.71,518.204
Kepler-298 d,1,3,Transit,2014,77.473633,2.5,6.8,0,277,4465,0.66,4.71,518.204
Kepler-299 b,1,4,Transit,2014,2.927128,1.32,2.3,0,1258,5617,0.95,4.39,1052.24
Kepler-299 c,1,4,Transit,2014,6.885875,2.65,7.51,0,946,5617,0.95,4.39,1052.24
Kepler-299 d,1,4,Transit,2014,15.054786,1.86,4.12,0,729,5617,0.95,4.39,1052.24
Kepler-299 e,1,4,Transit,2014,38.285489,1.87,4.16,0,534,5617,0.95,4.39,1052.24
Kepler-30 b,1,3,Transit,2012,29.33434,3.9,11.3,0.042,524,5498,0.99,4.77,914.221
Kepler-30 c,1,3,Transit,2012,60.323105,12.3,640,0.0111,411,5498,0.99,4.77,914.221
Kepler-30 d,1,3,Transit,2012,143.34394,8.8,23.1,0.022,308,5498,0.99,4.77,914.221
Kepler-300 b,1,2,Transit,2014,10.446347,1.67,3.43,0,812,5986,1.07,4.53,1098.45
Kepler-300 c,1,2,Transit,2014,40.714955,2.25,5.69,0,516,5986,1.07,4.53,1098.45
Kepler-301 b,1,3,Transit,2014,2.508553,1.35,2.39,0,1278,5815,0.98,4.53,719.166
Kepler-301 c,1,3,Transit,2014,5.419026,1.35,2.39,0,989,5815,0.98,4.53,719.166
Kepler-301 d,1,3,Transit,2014,13.751243,1.75,3.71,0,725,5815,0.98,4.53,719.166
Kepler-302 b,1,2,Transit,2014,30.184104,4.06,15.5,0,634,5740,1.02,4.29,1402.58
Kepler-302 c,1,2,Transit,2014,127.282184,12.45,,0,392,5740,1.02,4.29,1402.58
Kepler-303 b,1,2,Transit,2014,1.937055,0.89,0.64,0,802,3944,0.57,4.77,209.738
Kepler-303 c,1,2,Transit,2014,7.061149,1.14,1.55,0,521,3944,0.57,4.77,209.738
Kepler-304 b,1,4,Transit,2014,3.295709,2.86,8.55,0,875,4731,0.8,4.63,434.684
Kepler-304 c,1,4,Transit,2014,5.315946,2.17,5.35,0,746,4731,0.8,4.63,434.684
Kepler-304 d,1,4,Transit,2014,9.653471,2.75,8,0,611,4731,0.8,4.63,434.684
Kepler-304 e,1,4,Transit,2016,1.49914695,1.2,1.87,0,1137,4817,0.8,4.61,434.684
Kepler-305 b,1,4,Transit,2013,5.487,3.6,10.5,0,836,5117,0.76,4.51,868.477
Kepler-305 c,1,4,Transit,2013,8.291,3.3,6,0,728,5117,0.76,4.51,868.477
Kepler-305 d,1,4,Transit,2014,16.738661,2.71,9.1,0,576,5100,0.85,4.56,868.477
Kepler-305 e,1,4,Transit,2020,3.20538,1.794,3.87,0,1000,4974,0.82,4.52,868.477
Kepler-306 b,1,4,Transit,2014,4.646186,1.52,2.92,0,830,4954,0.81,4.61,775.679
Kepler-306 c,1,4,Transit,2014,7.240193,2.35,6.12,0,716,4954,0.81,4.61,775.679
Kepler-306 d,1,4,Transit,2014,17.326644,2.47,6.66,0,535,4954,0.81,4.61,775.679
Kepler-306 e,1,4,Transit,2014,44.840975,2.27,5.77,0,390,4954,0.81,4.61,775.679
Kepler-307 b,1,2,Transit,2013,10.4208,2.43,7.44,0,797,5367,0.91,4.46,575.581
Kepler-307 c,1,2,Transit,2013,13.0729,2.2,3.64,0,739,5367,0.91,4.46,575.581
Kepler-308 b,1,2,Transit,2014,9.694928,2.12,5.14,0,833,5895,0.92,4.51,1335.92
Kepler-308 c,1,2,Transit,2014,15.38231,2.16,5.31,0,714,5895,0.92,4.51,1335.92
Kepler-309 b,1,2,Transit,2014,5.923653,1.56,3.05,0,531,4713,0.67,4.61,544.568
Kepler-309 c,1,2,Transit,2014,105.356383,2.51,6.85,0,204,4713,0.67,4.61,544.568
Kepler-31 b,1,3,Transit,2011,20.8613,5.5,25.9,0,781,6340,1.21,4.7,1664.64
Kepler-31 c,1,3,Transit,2011,42.6318,5.3,1493.7,0,615,6340,1.21,4.7,1664.64
Kepler-31 d,1,3,Transit,2014,87.6451,3.9,2161.244,0,484,6340,1.21,4.7,1664.64
Kepler-310 b,1,3,Transit,2014,13.930698,1.19,1.81,0,665,5797,0.91,4.52,602.268
Kepler-310 c,1,3,Transit,2014,56.47542,3.38,11.4,0,417,5797,0.91,4.52,602.268
Kepler-310 d,1,3,Transit,2014,92.876125,2.47,7,0,353,5797,0.91,4.52,602.268
Kepler-311 b,1,2,Transit,2014,9.176092,1.7,3.53,0,960,5905,1.08,4.31,778.654
Kepler-311 c,1,2,Transit,2014,19.738286,1.43,2.63,0,744,5905,1.08,4.31,778.654
Kepler-312 b,1,2,Transit,2014,1.772419,1.29,2.21,0,1685,6115,1.2,4.19,797.72
Kepler-312 c,1,2,Transit,2014,19.747412,3.15,10.1,0,754,6115,1.23,4.19,797.72
Kepler-313 b,1,2,Transit,2014,14.970418,2.53,6.94,0,883,5727,1.08,4.13,1079.395249
Kepler-313 c,1,2,Transit,2014,32.273273,2.57,7.13,0,683,5727,1.08,4.13,1079.395249
Kepler-314 b,1,2,Transit,2014,2.461069,0.83,0.498,0,1195,5378,1.02,4.46,268.881
Kepler-314 c,1,2,Transit,2014,5.960392,2.9,8.75,0,890,5378,1.02,4.46,268.881
Kepler-315 b,1,2,Transit,2014,96.101141,3.77,13.7,0,409,5796,0.98,4.38,1160.63
Kepler-315 c,1,2,Transit,2014,265.469335,4.15,16.1,0,291,5796,0.98,4.38,1160.63
Kepler-316 b,1,2,Transit,2014,2.240508,1.06,1.2,0,837,4204,0.59,4.74,384.938
Kepler-316 c,1,2,Transit,2014,6.827766,1.16,1.65,0,577,4204,0.59,4.74,384.938
Kepler-317 b,1,2,Transit,2014,5.524242,2.09,109.8,0,976,5497,0.86,4.49,940.584
Kepler-317 c,1,2,Transit,2014,8.77501,1.72,3.61,0,837,5497,0.86,4.49,940.584
Kepler-318 b,1,2,Transit,2014,4.662715,4.71,19.9,0,1039,5746,1.02,4.33,489.141
Kepler-318 c,1,2,Transit,2014,11.815007,3.68,13.1,0,762,5746,1.02,4.33,489.141
Kepler-319 b,1,3,Transit,2014,4.362705,1.63,3.29,0,1023,5526,0.96,4.49,503.436
Kepler-319 c,1,3,Transit,2014,6.941357,2.63,7.41,0,876,5526,0.96,4.49,503.436
Kepler-319 d,1,3,Transit,2014,31.781925,2.29,5.86,0,528,5526,0.96,4.49,503.436
Kepler-32 b,1,5,Transit,2011,5.90124,2.2,1303,0,514,3900,0.58,4.64,323.847
Kepler-32 c,1,5,Transit,2011,8.7522,2,158.9,0,451,3900,0.58,4.64,323.847
Kepler-32 d,1,5,Transit,2012,22.7802,2.7,7.75,0,328,3900,0.58,4.64,323.847
Kepler-32 e,1,5,Transit,2012,2.896,1.5,2.86,0,652,3900,0.58,4.64,323.847
Kepler-32 f,1,5,Transit,2012,0.74296,0.82,0.477,0,1026,3900,0.58,4.64,323.847
Kepler-320 b,1,2,Transit,2014,8.371554,1.14,1.55,0,1292,6435,1.33,4.42,826.613
Kepler-320 c,1,2,Transit,2014,17.934937,1.37,2.45,0,1002,6435,1.33,4.42,826.613
Kepler-321 b,1,2,Transit,2014,4.915379,1.77,3.78,0,1042,5740,1.03,4.3,384.542
Kepler-321 c,1,2,Transit,2014,13.093921,2.32,5.99,0,752,5740,1.03,4.3,384.542
Kepler-322 b,1,2,Transit,2014,1.653888,1.01,1.01,0,1373,5388,0.92,4.5,400.48
Kepler-322 c,1,2,Transit,2014,4.337234,1.67,3.43,0,996,5388,0.92,4.5,400.48
Kepler-323 b,1,2,Transit,2014,1.678327,1.43,684.4,0,1659,5987,1.09,4.31,454.883
Kepler-323 c,1,2,Transit,2014,3.553822,1.63,79.7,0,1292,5987,1.09,4.31,454.883
Kepler-324 b,1,3,Transit,2014,4.385315,1.14,1.55,0,935,5194,0.87,4.53,501.574
Kepler-324 c,1,3,Transit,2014,51.805612,3.15,10.1,0,410,5194,0.87,4.53,501.574
Kepler-325 b,1,3,Transit,2014,4.544439,2.91,8.8,0,1017,5752,0.92,4.41,823.242
Kepler-325 c,1,3,Transit,2014,12.762172,2.54,6.99,0,721,5752,0.92,4.41,823.242
Kepler-325 d,1,3,Transit,2014,38.715185,2.79,8.2,0,498,5752,0.92,4.41,823.242
Kepler-326 b,1,3,Transit,2014,2.248329,1.52,44.6,0,1127,5105,0.85,4.56,487.675
Kepler-326 c,1,3,Transit,2014,4.580358,1.4,17.4,0,889,5105,0.85,4.56,487.675
Kepler-326 d,1,3,Transit,2014,6.766888,1.21,6.9,0,781,5105,0.85,4.56,487.675
Kepler-327 b,1,3,Transit,2014,2.549575,1.11,1.41,0,682,3799,0.59,4.76,241.987
Kepler-327 c,1,3,Transit,2014,5.212333,1.03,20.3,0,537,3799,0.59,4.76,241.987
Kepler-327 d,1,3,Transit,2014,13.969457,1.73,3.64,0,387,3799,0.59,4.76,241.987
Kepler-328 b,1,2,Transit,2013,34.921,2.3,28.5,0,602,6064,1.15,4.44,2213.19
Kepler-328 c,1,2,Transit,2013,71.312,5.4,39.4,0,475,6064,1.15,4.44,2213.19
Kepler-329 b,1,2,Transit,2014,7.416397,1.4,2.54,0,547,4257,0.6,4.74,439.719
Kepler-329 c,1,2,Transit,2014,18.684737,1.93,4.38,0,402,4257,0.6,4.74,439.719
Kepler-33 b,1,5,Transit,2011,5.66793,1.74,3.68,0,1336,5904,1.29,4.03,1209.16
Kepler-33 c,1,5,Transit,2011,13.17562,3.2,0.39,0,1009,5904,1.29,4.03,1209.16
Kepler-33 d,1,5,Transit,2011,21.77596,5.35,3.91,0,853,5904,1.29,4.03,1209.16
Kepler-33 e,1,5,Transit,2011,31.7844,4.02,5.57,0,752,5904,1.29,4.03,1209.16
Kepler-33 f,1,5,Transit,2011,41.02902,4.46,9.6,0,691,5904,1.29,4.03,1209.16
Kepler-330 b,1,2,Transit,2014,8.25978,1.35,2.39,0,714,5117,0.79,4.64,717.527
Kepler-330 c,1,2,Transit,2014,15.955387,1.95,4.46,0,573,5117,0.79,4.64,717.527
Kepler-331 b,1,3,Transit,2014,8.457496,1.82,3.97,0,540,4347,0.65,4.77,580.119
Kepler-331 c,1,3,Transit,2014,17.28111,1.84,4.04,0,425,4347,0.65,4.77,580.119
Kepler-331 d,1,3,Transit,2014,32.134328,1.64,3.33,0,346,4347,0.65,4.77,580.119
Kepler-332 b,1,3,Transit,2014,7.626324,1.17,1.71,0,703,4955,0.8,4.61,344.19
Kepler-332 c,1,3,Transit,2014,15.995622,1.09,1.32,0,550,4955,0.8,4.61,344.19
Kepler-332 d,1,3,Transit,2014,34.21154,1.18,1.76,0,427,4955,0.8,4.61,344.19
Kepler-333 b,2,2,Transit,2014,12.551158,1.32,28.2,0,480,4259,0.6,4.73,324.413
Kepler-333 c,2,2,Transit,2014,24.08821,1.11,1.41,0,386,4259,0.6,4.73,324.413
Kepler-334 b,1,3,Transit,2014,5.470319,1.12,1.46,0,1090,5828,1.07,4.38,426.59
Kepler-334 c,1,3,Transit,2014,12.758005,1.43,2.63,0,822,5828,1.07,4.38,426.59
Kepler-334 d,1,3,Transit,2014,25.09849,1.41,2.57,0,656,5828,1.07,4.38,426.59
Kepler-335 b,1,2,Transit,2014,6.562331,3.39,11.4,0,1290,5877,1.03,4.02,1278.97
Kepler-335 c,1,2,Transit,2014,67.844469,3.07,9.64,0,592,5877,1.02,4.02,1278.97
Kepler-336 b,1,3,Transit,2014,2.024823,1.02,1.04,0,1625,5867,1.09,4.26,768.86
Kepler-336 c,1,3,Transit,2014,9.600001,2.1,5.06,0,967,5867,1.09,4.26,768.86
Kepler-336 d,1,3,Transit,2014,20.678772,2.37,6.21,0,749,5867,1.09,4.26,768.86
Kepler-337 b,1,2,Transit,2014,3.292781,1.54,2.99,0,1458,5684,1.05,4,677.975
Kepler-337 c,1,2,Transit,2014,9.693201,2.05,4.86,0,1017,5684,1.05,4,677.975
Kepler-338 b,1,4,Transit,2014,13.726976,2.44,30.6,0.04,1005,5923,1.2,4.02,552.798
Kepler-338 c,1,4,Transit,2014,24.310856,2.34,6.08,0.03,831,5923,1.2,4.02,552.798
Kepler-338 d,1,4,Transit,2014,44.431014,3,9.27,0.03,680,5923,1.2,4.02,552.798
Kepler-338 e,1,4,Transit Timing Variations,2014,9.341,1.56,8.5,0.05,1143,5999,1.14,4.02,552.798
Kepler-339 b,1,3,Transit,2014,4.977656,1.42,2.6,0,1023,5631,0.93,4.59,616.637
Kepler-339 c,1,3,Transit,2014,6.988055,1.15,7.3,0,914,5631,0.93,4.59,616.637
Kepler-339 d,1,3,Transit,2014,10.558345,1.17,14.7,0,796,5631,0.93,4.59,616.637
Kepler-34 b,2,1,Transit,2011,288.822,8.564,69.92,0.182,,5913,1.05,4.33,1800.82
Kepler-340 b,1,2,Transit,2014,14.844387,2.53,6.94,0,1092,6620,1.65,4.06,808.762
Kepler-340 c,1,2,Transit,2014,22.824669,3.37,11.3,0,946,6620,1.65,4.06,808.762
Kepler-341 b,1,4,Transit,2014,5.195528,1.18,1.76,0,1085,6012,1,4.44,1047.03
Kepler-341 c,1,4,Transit,2014,8.01041,1.7,3.53,0,940,6012,1,4.44,1047.03
Kepler-341 d,1,4,Transit,2014,27.666313,1.85,4.08,0,622,6012,1,4.44,1047.03
Kepler-341 e,1,4,Transit,2014,42.473269,1.99,4.62,0,539,6012,1,4.44,1047.03
Kepler-342 b,1,4,Transit,2014,15.170318,2.25,5.69,0,905,6175,1.26,4.19,781.611
Kepler-342 c,1,4,Transit,2014,26.234138,1.96,4.5,0,754,6175,1.26,4.19,781.611
Kepler-342 d,1,4,Transit,2014,39.459357,2.49,6.76,0,658,6175,1.26,4.19,781.611
Kepler-342 e,1,4,Transit,2016,1.64422461,0.88,0.615,0,1897,6366,1.26,4.28,781.611
Kepler-343 b,1,2,Transit,2014,8.96855,2.41,6.39,0,1024,5807,1.08,4.18,927.193
Kepler-343 c,1,2,Transit,2014,23.22182,2.02,4.74,0,746,5807,1.08,4.18,927.193
Kepler-344 b,1,2,Transit,2014,21.963945,2.61,7.32,0,643,5774,0.93,4.45,1002.94
Kepler-344 c,1,2,Transit,2014,125.596809,2.95,9.01,0,360,5774,0.93,4.45,1002.94
Kepler-345 b,1,2,Transit,2014,7.415563,0.74,0.5,0,622,4504,0.61,4.68,260
Kepler-345 c,1,2,Transit,2014,9.387427,1.2,2.2,0,575,4504,0.61,4.68,260
Kepler-346 b,1,2,Transit,2014,6.511127,2.66,7.56,0,1008,6033,0.95,4.46,984.105
Kepler-346 c,1,2,Transit,2014,23.851549,3.07,9.64,0,654,6033,0.95,4.46,984.105
Kepler-347 b,1,2,Transit,2014,12.79836,1.97,4.54,0,908,6088,1.05,4.47,1298.88
Kepler-347 c,1,2,Transit,2014,27.320871,1.75,3.71,0,705,6088,1.05,4.47,1298.88
Kepler-348 b,1,2,Transit,2014,7.05677,1.52,2.92,0,1196,6177,1.27,4.24,570.783
Kepler-348 c,1,2,Transit,2014,17.265427,1.33,2.33,0,888,6177,1.27,4.24,570.783
Kepler-349 b,1,2,Transit,2014,5.929778,1.9,94.5,0,972,5956,1.02,4.52,940.724
Kepler-349 c,1,2,Transit,2014,12.247629,1.96,4.5,0,763,5956,1.02,4.52,940.724
Kepler-35 b,2,1,Transit,2011,131.458,8.16,40.363,0.042,,5606,0.89,4.36,1819.17
Kepler-350 b,1,3,Transit,2014,11.189562,1.85,4.08,0,1037,6186,1.19,4.15,956.859
Kepler-350 c,1,3,Transit,2013,17.849,3.1,6.1,0,888,6492.3,1,4.24,956.859
Kepler-350 d,1,3,Transit,2013,26.136,2.8,14.9,0,782,6492.3,1,4.24,956.859
Kepler-351 b,1,3,Transit,2014,37.054919,3.06,4.8,0,498,5643,0.81,4.56,1083.91
Kepler-351 c,1,3,Transit,2014,57.24809,3.19,11.1,0,431,5643,0.81,4.56,1083.91
Kepler-351 d,1,3,Transit,2016,142.544247,2.72,7.85,0,318,5225,0.81,4.58,1083.91
Kepler-352 b,1,2,Transit,2014,10.05537,0.86,0.566,0,694,5212,0.83,4.57,252.733
Kepler-352 c,1,2,Transit,2014,16.332995,1.24,2.07,0,591,5212,0.83,4.57,252.733
Kepler-353 b,2,2,Transit,2014,5.795278,0.89,0.64,0,534,3903,0.55,4.75,384.694
